172,3
146,97
171,65
152,52
136,9
126,47
187,41
102,56
165,37
116,1
121,37
115,7
103,93
181,13
147,60
108,50
125,2
157,11
130,75
186,12
185,54
99,24
168,12
112,23
175,46
183,43
98,11
132,33
141,57
106,25
134,99
138,66
177,64
142,8
140,9
162,37
153,18
159,83
127,29
156,14
143,83
170,88
135,48
100,60
117,41
144,73
137,52
110,12
154,17
158,95
101,76
169,95
105,7
128,27
179,87
174,57
119,90
113,93
124,65
161,40
148,89
123,29
182,49
184,59
139,81
109,6
104,98
111,48
133,3
163,22
129,7
166,3
120,73
122,48
155,23
164,20
180,2
149,64
131,5
114,29
173,49
167,39
151,55
178,23
160,58
176,98
118,85
145,65
150,69
107,28
