433,12
409,68
438,79
463,63
379,76
394,44
393,3
399,60
415,60
468,32
448,86
389,46
436,76
416,32
440,65
384,49
454,50
411,23
402,66
470,38
467,89
417,19
401,60
392,10
453,32
385,44
434,58
380,60
408,62
430,34
455,50
405,24
410,80
447,19
381,2
387,19
427,77
412,97
400,40
407,77
383,24
386,28
444,51
406,44
469,19
419,76
451,37
466,14
464,12
460,78
425,15
396,27
443,74
441,68
421,11
423,36
446,90
382,14
376,73
461,46
432,25
426,52
397,33
403,4
424,23
395,21
445,26
428,41
422,92
378,57
413,54
459,23
457,79
458,61
442,29
435,58
414,71
420,67
429,26
388,77
449,92
398,44
437,38
439,67
473,38
374,1
418,99
404,90
452,16
456,85
472,89
471,42
462,36
391,11
450,98
375,80
390,85
377,54
465,33
431,3
