463,23
415,44
461,10
388,73
414,16
383,28
394,63
469,86
398,16
416,37
403,95
413,65
436,76
390,11
384,68
451,60
468,46
453,18
418,12
426,19
379,74
440,83
407,33
435,18
421,96
445,60
391,2
471,2
402,55
411,22
396,27
462,98
425,64
473,5
429,20
427,99
442,83
387,67
405,20
439,33
393,74
448,89
456,94
377,44
381,29
401,49
460,17
417,14
447,64
449,56
412,52
441,6
408,27
395,78
392,58
470,81
404,75
422,58
400,-1
423,71
428,4
424,43
444,58
443,40
466,91
458,74
431,42
374,52
432,95
389,5
455,87
397,28
406,71
472,98
467,22
375,5
459,43
376,24
380,31
457,29
420,94
434,64
433,80
438,65
378,48
437,40
450,47
409,93
452,36
410,75
385,98
386,54
446,4
465,98
382,34
419,8
464,85
