51,78
59,82
0,55
25,96
80,68
11,39
29,80
64,36
54,33
68,45
37,26
42,89
85,39
86,75
57,84
36,67
23,60
62,79
48,14
22,68
7,76
26,57
83,37
66,64
95,29
44,27
39,66
46,4
14,48
40,16
71,16
45,18
52,82
16,28
78,23
50,86
17,3
32,74
94,13
4,100
65,24
76,58
73,28
79,18
93,29
31,69
89,75
61,39
38,21
35,32
2,52
33,31
8,75
20,3
9,89
74,2
1,78
41,35
6,5
5,11
24,36
58,45
90,51
91,82
27,10
69,6
70,4
12,68
60,67
30,99
21,23
96,51
56,83
75,32
53,65
47,22
72,43
13,4
88,91
67,56
49,73
77,14
82,80
19,86
10,70
43,72
28,49
34,51
81,8
63,54
92,57
87,62
97,75
18,13
3,80
84,15
55,98
15,55
