245,72
277,16
213,99
197,30
189,74
221,68
235,90
257,92
194,16
241,33
234,54
259,23
252,20
230,88
191,17
270,98
215,45
231,92
243,65
262,78
276,26
236,100
271,52
268,44
216,96
237,45
239,27
198,95
260,83
203,13
265,41
201,23
195,98
246,48
208,35
263,60
212,2
233,90
190,87
251,66
200,12
267,100
274,33
238,47
255,7
275,28
242,35
269,41
192,45
218,26
199,84
228,57
224,31
247,40
273,14
219,69
254,45
229,75
264,97
244,79
226,47
220,57
227,54
258,86
272,93
249,75
222,84
225,40
211,45
266,90
193,72
223,79
209,82
217,72
202,61
204,95
210,95
232,37
207,2
206,48
256,37
188,99
248,25
196,25
214,13
261,68
240,89
253,57
205,90
250,76
