205,97
192,8
240,91
219,68
218,70
258,86
276,17
261,22
215,35
269,53
243,74
196,84
273,49
235,76
237,64
230,91
228,13
242,7
246,62
210,33
275,9
201,52
190,93
200,12
198,92
231,29
220,41
233,85
247,58
250,17
207,83
253,2
193,83
212,65
216,83
194,14
255,53
203,41
204,19
241,82
239,13
217,13
197,54
191,71
274,35
266,3
262,84
209,100
271,98
211,96
236,53
224,45
238,96
214,31
267,5
264,63
244,52
208,98
225,28
251,100
259,69
223,46
234,73
226,93
221,26
256,37
265,93
222,28
213,49
229,93
272,7
277,96
195,57
232,13
257,8
254,63
245,10
248,58
249,38
199,48
252,85
260,61
227,15
188,75
270,48
263,42
202,57
189,99
206,96
