322,58
359,7
320,86
304,77
296,61
337,81
319,98
325,40
283,28
292,90
347,97
348,100
332,48
364,93
357,1
345,83
367,60
361,57
340,86
300,86
287,33
318,44
297,53
334,93
327,78
321,60
301,46
351,88
312,67
294,10
330,71
344,38
329,29
282,75
313,43
311,48
307,34
366,85
279,93
295,10
315,96
372,40
352,28
286,22
309,37
305,1
291,1
302,44
362,25
356,74
338,14
350,25
333,63
284,77
363,34
354,31
360,47
280,59
278,29
342,76
371,60
368,93
298,67
349,61
289,50
365,4
336,25
316,48
343,71
339,62
293,57
317,84
328,16
326,95
370,51
335,86
346,49
373,17
369,88
306,8
308,100
331,95
355,61
324,17
310,94
285,1
358,71
281,96
303,89
290,41
288,80
353,18
323,27
314,30
299,68
341,48
