211,44
218,49
245,69
204,48
275,14
233,90
266,44
246,33
193,63
207,12
229,30
199,41
198,37
261,25
263,83
256,96
241,65
270,92
213,64
227,37
189,63
228,26
262,3
216,60
222,9
272,95
232,28
234,33
277,29
224,44
202,71
190,51
257,19
248,32
208,17
196,13
230,76
252,88
225,22
200,10
214,58
217,62
276,5
247,35
244,79
242,67
201,3
255,91
197,8
215,35
221,48
259,53
236,38
271,8
219,77
239,64
238,89
250,17
267,80
212,48
265,75
223,77
273,60
249,43
260,71
269,45
274,56
251,91
188,83
203,67
210,45
243,60
264,71
237,36
231,40
226,30
254,58
191,11
253,67
192,92
235,86
220,34
205,25
240,40
195,42
206,46
258,90
268,24
209,7
