55,47
97,81
92,22
74,9
36,10
51,87
80,87
54,22
47,93
22,55
43,98
4,39
24,43
52,76
87,37
19,33
56,82
9,22
78,80
23,72
3,44
65,65
72,81
53,64
71,19
70,25
0,42
44,14
18,31
96,29
89,9
27,45
94,58
29,76
69,99
30,68
79,33
62,56
37,69
14,82
60,78
46,99
50,43
95,84
41,17
25,50
10,38
15,9
7,50
32,65
1,72
91,46
2,10
93,60
76,32
61,42
6,7
68,73
88,46
86,79
31,82
83,62
45,1
82,19
42,76
13,59
77,44
49,2
67,45
12,43
90,18
73,27
85,50
35,68
5,9
8,71
33,54
11,13
40,50
16,53
39,58
75,54
59,70
48,90
34,56
81,84
26,98
84,23
17,30
64,80
57,61
21,61
38,8
20,12
63,65
66,25
58,16
28,41
