135,69
162,58
137,23
174,96
103,93
117,40
146,13
173,78
98,31
144,64
110,13
160,19
187,61
148,74
178,20
126,46
105,37
133,22
153,20
99,54
165,60
122,84
109,56
120,25
167,36
151,46
177,21
166,12
141,3
119,18
102,64
101,56
112,97
114,18
181,17
115,5
107,14
100,97
132,92
106,78
142,93
163,52
139,39
159,3
184,23
111,81
183,37
147,22
143,20
150,92
124,66
125,50
108,63
185,24
131,57
128,21
158,80
145,49
123,6
149,9
168,54
156,27
121,30
176,41
154,33
104,86
179,61
134,81
116,55
118,87
157,31
152,49
175,22
136,56
129,23
180,59
138,87
113,1
127,12
172,2
182,31
186,89
130,59
170,33
140,90
155,16
164,14
169,33
171,36
161,13
