262,86
259,74
215,85
236,66
202,96
264,84
247,8
253,6
231,74
189,10
193,43
272,62
228,99
223,71
194,9
188,32
257,29
273,37
269,85
256,85
222,54
267,62
227,19
207,82
190,74
245,95
219,67
261,52
270,1
216,68
249,68
198,40
243,16
225,23
233,36
252,51
226,84
195,88
224,27
248,44
217,61
258,96
277,74
234,21
266,39
271,20
197,3
250,10
265,20
239,45
208,79
255,92
205,66
214,43
213,72
254,67
220,33
268,64
263,10
251,65
246,45
196,14
241,45
209,64
199,21
230,21
203,73
232,21
240,67
235,14
211,89
192,6
275,59
242,51
201,19
206,7
244,1
274,51
204,52
200,39
218,31
221,12
260,64
191,84
210,83
212,55
229,33
238,3
237,95
