43,39
68,29
95,90
63,59
57,82
49,75
90,43
19,60
31,14
7,60
33,2
80,87
54,53
12,86
22,34
74,42
8,52
21,50
55,2
73,68
86,36
30,29
14,18
88,47
48,29
27,6
70,43
47,45
93,19
67,93
20,45
24,36
91,59
64,98
79,54
16,2
60,75
2,44
37,16
3,50
61,65
25,19
26,10
78,61
35,69
41,39
53,28
65,38
56,82
59,62
92,99
76,75
11,34
71,84
97,15
45,36
5,15
40,67
29,80
28,82
38,1
17,73
94,72
10,78
6,31
69,92
50,30
58,3
46,84
72,36
1,25
18,32
84,58
77,9
0,14
62,76
87,94
82,86
13,14
51,43
15,75
9,67
75,78
23,30
66,28
39,55
83,96
44,38
96,22
34,68
42,52
32,94
36,13
81,60
4,2
52,25
85,34
89,3
