384,22
379,70
458,32
467,90
472,46
428,76
378,37
375,53
408,75
439,88
463,29
465,48
432,36
437,52
387,55
461,88
431,68
443,81
422,36
452,6
473,98
455,43
470,91
388,96
462,9
451,16
444,10
399,40
406,96
425,85
377,18
430,43
401,59
469,32
450,66
374,4
457,42
471,47
464,74
404,69
460,5
394,91
456,5
445,16
433,87
424,95
446,29
429,44
438,7
386,49
449,91
440,54
442,94
454,39
448,53
397,16
389,24
391,91
403,35
393,31
380,96
398,28
453,94
466,88
390,3
436,95
441,19
411,56
402,62
385,100
414,29
419,92
426,12
412,15
395,71
421,13
396,98
409,39
447,76
400,62
418,50
468,10
382,82
434,39
435,27
459,45
410,40
405,79
415,68
413,64
417,75
427,60
392,34
376,52
416,47
407,49
383,65
423,82
