353,13
372,65
293,83
348,60
314,3
287,2
371,42
337,70
316,11
295,11
312,37
361,22
310,64
309,11
358,62
326,9
330,20
335,16
303,36
290,84
285,7
301,70
321,59
299,37
318,13
328,57
288,35
339,76
323,36
322,69
331,68
296,78
292,72
357,68
313,60
300,83
355,95
333,82
315,3
356,25
279,62
311,49
365,17
369,84
345,69
283,15
308,90
349,25
305,19
304,24
291,54
373,12
324,16
342,33
351,6
354,30
319,4
317,10
278,53
327,96
307,53
320,82
366,6
364,41
350,53
289,60
344,71
306,33
298,47
347,3
352,29
360,37
281,57
282,12
336,90
284,55
325,98
346,46
340,31
368,5
343,98
286,26
332,59
370,35
294,66
367,22
338,32
297,51
363,30
362,35
302,53
329,75
341,93
280,66
359,27
