395,1
408,17
388,92
378,71
442,2
427,71
453,82
418,6
421,100
431,88
444,79
401,81
426,17
459,47
454,80
441,98
432,38
410,55
423,89
416,25
390,43
464,49
458,46
445,22
417,25
414,2
377,46
438,94
468,92
467,29
449,66
439,13
465,32
455,70
428,5
380,100
447,80
394,62
385,2
397,99
400,49
391,15
457,19
430,3
422,59
398,19
411,50
450,40
472,16
437,7
405,21
389,95
384,15
460,60
429,71
412,22
406,85
456,23
443,52
462,94
393,86
396,52
392,16
420,50
436,66
470,66
382,70
386,77
424,28
419,77
402,1
379,60
383,72
466,15
461,82
415,33
376,75
409,44
399,73
404,46
440,17
425,68
374,35
446,21
451,45
434,54
403,63
433,61
407,37
448,87
469,45
387,21
452,23
471,80
473,4
435,1
381,75
413,74
463,92
375,70
