340,81
320,64
361,10
317,21
343,38
312,77
304,31
356,61
349,26
353,29
363,70
314,98
284,67
357,42
281,11
329,86
326,40
351,59
318,88
300,15
350,92
345,93
352,93
360,64
327,8
297,21
366,36
310,80
365,10
319,58
316,10
346,15
303,23
330,88
331,25
299,89
335,3
336,63
293,87
354,77
298,44
308,98
286,58
328,69
324,43
369,22
334,7
359,75
338,46
347,36
289,84
341,64
296,70
368,51
371,90
358,61
285,66
301,13
367,4
302,42
364,47
309,3
362,72
322,25
344,15
287,44
294,89
313,40
348,90
321,38
323,63
315,10
370,77
305,3
342,42
295,25
307,92
279,96
291,88
311,2
280,44
337,71
355,84
325,11
333,8
283,38
373,89
339,60
292,81
306,18
372,87
282,92
290,93
278,33
332,94
288,42
