301,87
360,77
367,40
297,38
363,11
318,20
278,4
323,66
370,48
290,4
354,15
288,11
365,93
333,4
340,52
304,45
285,17
341,85
361,79
324,48
371,62
326,99
345,65
315,26
351,97
310,53
348,84
337,49
359,50
328,77
356,51
282,77
294,81
280,68
332,66
287,73
284,6
373,54
311,68
342,58
321,12
344,5
308,43
299,97
350,36
313,42
327,82
309,16
320,70
291,78
314,50
366,90
358,85
302,65
372,57
347,6
339,71
283,19
346,20
295,45
364,59
316,34
298,77
296,78
329,65
338,7
306,69
336,17
303,87
292,64
286,7
307,85
322,100
281,22
353,55
355,87
317,33
305,96
343,59
352,20
349,69
334,92
319,52
325,68
289,98
279,64
300,38
369,23
357,30
335,74
368,14
312,1
293,7
331,100
362,43
330,4
