146,98
140,90
138,24
107,42
176,16
163,69
131,90
121,32
124,96
162,60
100,85
161,16
152,68
98,67
137,13
129,63
113,4
149,3
150,73
128,55
147,85
145,10
125,96
157,82
174,37
155,40
185,43
179,35
119,79
103,27
126,57
177,42
166,92
123,68
178,24
116,99
101,95
106,97
180,29
135,95
175,23
142,42
148,65
181,78
186,55
111,91
154,49
173,51
158,41
160,37
120,90
151,33
102,32
118,1
167,6
183,16
133,32
134,73
130,83
110,53
165,29
117,56
169,48
139,28
171,49
122,94
112,65
143,25
159,26
127,18
153,32
109,17
104,64
114,30
108,50
156,61
182,100
115,23
172,58
132,83
136,58
184,83
187,9
144,46
105,40
170,59
141,42
99,1
164,15
