302,93
294,85
279,47
365,78
321,45
289,57
322,64
345,60
327,30
278,99
342,35
340,47
326,10
313,20
361,59
370,47
286,2
310,99
346,30
369,60
364,87
291,1
339,62
338,80
311,10
352,82
324,78
329,42
292,18
323,50
306,51
280,62
337,30
335,13
320,8
363,33
344,17
318,96
307,60
301,27
285,11
328,33
350,3
349,79
316,71
325,82
332,77
354,18
341,100
315,62
351,29
373,36
353,25
304,28
295,61
331,49
293,86
317,35
367,56
347,49
308,46
298,1
297,70
368,34
290,18
312,81
282,5
330,18
371,98
303,65
314,92
356,25
281,11
299,15
296,72
358,24
372,72
348,21
343,48
360,99
319,94
357,85
309,71
283,97
334,62
336,51
362,70
333,65
305,10
359,10
288,97
287,76
355,50
284,84
300,25
