349,55
296,42
347,51
334,48
319,97
361,95
302,12
369,19
310,78
316,90
351,82
331,19
321,53
338,76
368,4
322,84
289,61
320,36
298,67
312,76
333,97
294,44
292,4
373,13
337,58
293,51
348,27
354,68
307,77
335,7
330,62
364,38
362,12
291,48
282,95
305,62
304,42
281,81
301,59
332,75
371,81
318,51
340,27
341,62
342,3
311,6
343,71
328,42
346,15
287,68
326,29
327,62
339,22
324,17
360,96
314,79
306,8
357,77
353,5
300,17
344,12
286,34
372,65
358,13
363,46
365,66
283,6
313,8
367,36
288,53
325,66
315,98
355,56
336,59
366,41
297,53
279,9
295,27
356,67
309,10
308,84
299,48
290,47
278,85
350,19
352,39
345,37
280,100
359,81
303,78
285,29
329,8
323,16
284,43
317,90
370,94
