295,57
313,48
322,94
280,9
333,73
361,94
335,31
308,1
284,77
298,24
323,14
299,85
329,17
279,93
336,30
362,32
319,54
282,22
328,92
353,43
338,3
291,22
289,12
367,91
346,98
330,66
310,38
370,18
281,37
318,70
363,25
303,52
324,37
337,25
311,40
314,18
315,48
339,35
340,43
297,99
294,9
372,58
348,1
325,64
332,68
309,30
312,13
373,87
350,4
341,72
358,77
371,13
304,18
369,66
292,4
343,87
300,76
334,86
321,21
357,85
359,88
278,65
360,61
365,2
293,61
327,3
301,46
352,31
326,31
351,81
356,20
285,25
316,77
288,63
364,34
286,91
287,76
342,90
305,28
307,83
306,56
320,6
347,89
354,10
366,99
331,24
302,7
344,95
290,58
349,79
345,60
368,76
283,4
296,11
355,79
317,23
