185,14
167,81
101,8
133,31
104,92
152,84
145,70
132,32
172,19
165,97
158,9
149,38
135,20
111,84
141,46
162,23
150,100
187,9
168,14
153,11
99,4
175,8
178,9
176,72
184,38
117,77
169,77
130,8
180,80
119,38
157,23
144,33
107,94
126,85
183,76
128,82
147,52
113,95
177,25
161,1
148,40
166,63
151,15
173,72
160,79
108,62
103,2
174,5
98,91
114,12
100,39
122,18
105,72
127,57
146,80
156,61
106,78
138,8
120,96
179,71
125,61
181,93
139,34
110,23
143,83
131,2
123,41
134,99
164,95
154,100
186,21
102,85
155,70
121,51
109,35
142,18
124,51
129,62
116,14
171,95
140,70
163,32
118,100
115,82
159,22
137,7
112,78
136,21
170,17
182,79
