126,98
181,58
183,81
184,73
141,59
100,36
145,40
103,27
112,22
150,58
148,41
174,16
105,18
179,43
98,97
119,33
164,18
108,47
136,22
124,93
131,44
109,97
127,15
117,3
172,62
138,91
116,36
152,27
175,55
177,48
133,69
147,40
178,76
132,83
169,55
146,42
115,47
154,35
107,98
110,27
144,4
128,99
157,49
106,23
114,7
142,61
120,67
149,19
140,85
130,100
168,73
134,22
123,42
99,11
163,74
122,83
155,40
158,11
182,20
173,11
186,95
167,17
156,77
171,1
176,37
180,69
160,41
125,89
170,46
102,97
162,87
118,11
143,89
151,90
129,91
121,68
135,28
161,9
159,3
153,85
104,82
166,33
111,32
165,75
101,36
187,24
137,18
113,6
139,4
