273,16
250,25
240,95
277,41
258,22
224,54
238,72
202,60
200,59
205,49
253,59
215,72
232,17
199,98
222,41
207,55
190,92
195,13
189,10
237,12
198,27
260,4
270,91
234,52
252,82
261,5
229,14
226,7
242,44
212,27
192,15
239,73
218,36
251,100
219,69
213,27
216,86
255,44
246,43
231,52
211,49
267,94
197,82
264,3
271,30
236,70
221,68
243,7
230,46
257,93
235,33
194,69
266,16
227,27
245,18
268,66
247,8
225,17
275,76
206,25
233,3
203,2
276,25
263,92
274,42
223,43
248,29
208,70
241,2
272,26
217,75
244,55
269,94
193,37
254,54
259,72
209,76
265,83
196,51
256,37
214,69
249,91
191,33
228,53
262,72
201,83
210,4
188,47
204,55
220,44
